consumer,origin,input,input_group,product,input_category,cropland_m2,blue_water_m3,ghg_kg,biodiv,n_application_kg,p_application_kg
EU-27,LAM,Olives (including preserved),Oil crops,Textiles (17),other crops,0.000285370621674936,8.38259331104814e-05,1.37838849710454e-07,1.59361270367795e-16,6.95957494767657e-07,1.49769961488423e-07
EU-27,LAM,"Oilcrops, Other",Oil crops,Textiles (17),other crops,0.00368961817758725,0.000311084594783608,3.35847230426764e-06,1.11928996218518e-14,3.13248012495816e-07,4.35410469053659e-09
EU-27,LAM,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.66693155582137e-09,6.68817796003528e-10,1.95698528637268e-12,7.23553100661068e-21,1.1755686766836e-11,2.2180179683563e-12
EU-27,LAM,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,8.51134059711305e-05,1.94388867013215e-06,4.21591755735489e-08,3.17971941691694e-15,1.25428058594431e-07,7.91522635437804e-08
EU-27,LAM,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000100886872065624,3.02440365870673e-05,6.41223511445378e-08,3.94943039322334e-16,7.05073744932237e-07,1.28060756749488e-07
EU-27,LAM,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00042501977715926,1.83764864275329e-05,8.37930584855137e-07,1.22358518522261e-15,1.88982380983371e-06,2.52707409205999e-07
EU-27,LAM,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000294663613247023,0.00011950995319188,7.28782742368389e-07,1.14018432999793e-15,2.421659248017e-06,2.38455304051661e-07
EU-27,LAM,Tea (including mate),"Coffee, tea, cocoa",Textiles (17),other crops,2.8999071760629e-08,5.4036548795629e-09,5.47418107261541e-12,1.00861303202432e-20,4.34979188596086e-13,4.305281458539e-14
EU-27,LAM,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.92827535229448e-05,8.28630693072681e-07,9.16391098508977e-08,5.38233464102523e-16,0,0
EU-27,LAM,"Soft-Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.00329630014717545,0.000556379238916109,9.74079045910498e-07,3.28214609297326e-15,0,0
EU-27,LAM,"Hard Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.0172946320376728,6.49449150464135e-05,4.1884316791025e-05,2.21187548852788e-13,0,0
EU-27,LAM,Tobacco,"Tobacco, rubber",Textiles (17),other crops,0.0007186682729839,1.05848191467306e-05,8.20135834348244e-07,2.270568378312e-15,2.29162327748323e-06,8.92795519827136e-07
EU-27,LAM,Fodder crops,Fodder crops,Textiles (17),other crops,0.00477213228531724,5.42415648826163e-05,3.60539026443466e-06,5.61139167453961e-15,7.1750435545409e-06,2.06854608687323e-06
EU-27,LAM,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,7.85906336475014e-06,0,0,0
EU-27,LAM,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,9.02692652247309e-07,0,0,0
EU-27,LAM,Soyabean Oil,Vegetable oils,Textiles (17),other crops,0,0,4.13398884999547e-06,0,0,0
EU-27,LAM,Groundnut Oil,Vegetable oils,Textiles (17),other crops,0,0,2.93422497852557e-08,0,0,0
EU-27,LAM,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,7.02368402447394e-08,0,0,0
EU-27,LAM,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,1.95229753698915e-07,0,0,0
EU-27,LAM,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.34784639059983e-09,0,0,0
EU-27,LAM,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,2.78195390333564e-09,0,0,0
EU-27,LAM,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,1.68620802868264e-08,0,0,0
EU-27,LAM,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,1.23607863691502e-06,0,0,0
EU-27,LAM,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,1.78848592674259e-07,0,0,0
EU-27,LAM,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,2.84867487446571e-10,0,0,0
EU-27,LAM,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,2.32603590214591e-09,0,0,0
EU-27,LAM,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,9.44025664078578e-10,0,0,0
EU-27,LAM,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,5.81413957293014e-10,0,0,0
EU-27,LAM,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,1.12473440987492e-09,0,0,0
EU-27,LAM,Wine,Alcohol,Textiles (17),other crops,0,0,5.93262969216048e-09,0,0,0
EU-27,LAM,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,7.22763289821392e-08,0,0,0
EU-27,LAM,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,3.98265807932465e-05,0,0,0
EU-27,LAM,Sheep,Live animals,Textiles (17),animal-based,0,0.00144605969023041,0.000209185502266324,0,0,0
EU-27,LAM,Pigs,Live animals,Textiles (17),animal-based,0,6.9323386861268e-09,2.45980453689743e-10,0,0,0
EU-27,LAM,Poultry Birds,Live animals,Textiles (17),animal-based,0,2.20396219030212e-08,4.43427926249575e-10,0,0,0
EU-27,LAM,Horses,Live animals,Textiles (17),animal-based,0,7.73782458837994e-06,6.126467376303e-07,0,0,0
EU-27,LAM,Asses,Live animals,Textiles (17),animal-based,0,4.49696444711201e-09,0,0,0,0
EU-27,LAM,Mules,Live animals,Textiles (17),animal-based,0,3.76493907035519e-09,0,0,0,0
EU-27,LAM,Rabbits and hares,Live animals,Textiles (17),animal-based,0,2.88778155707444e-08,0,0,0,0
EU-27,LAM,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,1.55782272564329e-07,0,0,0
EU-27,LAM,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,3.92043600196475e-09,0,0,0
EU-27,LAM,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,LAM,Bovine Meat,Meat,Textiles (17),animal-based,0,3.2622879397182e-12,0,0,0,0
EU-27,LAM,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,2.69506845010187e-21,0,0,0,0
EU-27,LAM,Pigmeat,Meat,Textiles (17),animal-based,0,2.38530446900996e-24,0,0,0,0
EU-27,LAM,Poultry Meat,Meat,Textiles (17),animal-based,0,4.19264131199672e-24,0,0,0,0
EU-27,LAM,"Meat, Other",Meat,Textiles (17),animal-based,0,1.02066557096962e-09,0,0,0,0
EU-27,LAM,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,LAM,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Rice and products,Cereals,Textiles (17),other crops,4.11779409521002e-07,4.73691710002928e-07,1.10000658620151e-09,5.34691907323112e-19,1.63872398134461e-09,6.49088402632824e-10
EU-27,OCE,Wheat and products,Cereals,Textiles (17),other crops,0.0715095354991435,0.000167721478638261,9.09892300466284e-06,8.50213083876569e-14,0.000270299184443953,9.64889065837421e-05
EU-27,OCE,Barley and products,Cereals,Textiles (17),other crops,0.0180958932088778,0,2.67312754435778e-06,2.21020140914997e-14,7.05496687384994e-05,2.59371122711507e-05
EU-27,OCE,Maize and products,Cereals,Textiles (17),other crops,0.000416254484437386,0.000179302415757965,2.43864488355074e-07,1.1836335187843e-15,3.88633747558936e-06,2.26551669142738e-06
EU-27,OCE,Oats,Cereals,Textiles (17),other crops,0.00177451059778718,3.65288829808134e-05,2.73844908849004e-07,2.37679839575278e-15,7.10124606456993e-06,2.67497655887212e-06
EU-27,OCE,Millet and products,Cereals,Textiles (17),other crops,8.97699341637739e-05,0,1.03372490689641e-08,1.06007794551316e-16,2.93048210071367e-07,1.0511197474117e-07
EU-27,OCE,Sorghum and products,Cereals,Textiles (17),other crops,0.00056301171298355,7.31753688294337e-06,5.78705346265437e-08,6.92744492316515e-16,1.77082463280979e-06,6.42966738701293e-07
EU-27,OCE,"Cereals, Other",Cereals,Textiles (17),other crops,0.000119758660596337,2.80755213742457e-06,1.33181939852906e-08,1.45571850415305e-16,7.46108805000598e-07,2.29697453849618e-09
EU-27,OCE,Potatoes and products,Roots and tubers,Textiles (17),other crops,3.43991236253546e-05,3.73338364046971e-06,3.25808413846595e-08,1.74406030242226e-16,7.56083455025011e-07,3.42764904074806e-07
EU-27,OCE,Sweet potatoes,Roots and tubers,Textiles (17),other crops,4.90560245262325e-07,5.74885677588484e-08,1.24430587355127e-10,5.79294283539724e-19,3.47886971972e-09,2.42959402708888e-09
EU-27,OCE,Sugar cane,Sugar crops,Textiles (17),other crops,5.49089284845241e-05,4.25315177719194e-06,1.82496328204197e-07,8.93426405638501e-16,2.18989660993802e-07,7.73364284736111e-08
EU-27,OCE,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.85310350949271e-05,0,2.98254685021942e-09,2.18829854278649e-17,1.1233682707742e-07,3.73724740722684e-08
EU-27,OCE,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00015285940362296,0,2.49650878584451e-08,1.84423836059506e-16,1.21637670913878e-06,3.87241620826345e-07
EU-27,OCE,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00138397252199783,0,1.62439470232922e-07,1.63430970673272e-15,4.2937425796088e-07,0
EU-27,OCE,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.41832320363066e-06,2.21832707201769e-06,4.6827597186149e-10,5.21752302477238e-18,4.76010734091589e-09,4.6294231397029e-09
EU-27,OCE,Soyabeans,Oil crops,Textiles (17),other crops,9.79456416776358e-06,0,1.28899759549118e-09,1.1566234905795e-17,1.04722177479844e-08,1.01720630034128e-08
EU-27,OCE,Groundnuts,Oil crops,Textiles (17),other crops,1.25268237318258e-07,2.75590122100168e-08,2.07327517273135e-11,1.47927139405191e-19,1.10320930050053e-10,9.92760665301004e-11
EU-27,OCE,Sunflower seed,Oil crops,Textiles (17),other crops,2.12816489094562e-06,0,2.21148820543219e-10,2.51311386860443e-18,2.06561140323027e-09,1.94072350213059e-09
EU-27,OCE,Rape and Mustardseed,Oil crops,Textiles (17),other crops,0.0739218776531983,0,7.90835848534326e-06,8.74639581460682e-14,8.87069366388709e-05,8.33636705639252e-05
EU-27,OCE,Seed cotton,Oil crops,Textiles (17),other crops,0.0340756561190014,0.0258339365273882,4.0140145014255e-06,4.02393650693141e-14,0.000348938746145046,3.13552931611265e-05
EU-27,OCE,Olives (including preserved),Oil crops,Textiles (17),other crops,6.92920961996587e-06,8.2822088706194e-07,7.89324496809893e-10,8.18258625940673e-18,7.81775206446199e-09,7.2236704953026e-09
EU-27,OCE,"Oilcrops, Other",Oil crops,Textiles (17),other crops,0.000251074098556053,9.32646594442923e-06,7.9138651523296e-08,5.28096994011866e-16,0,0
EU-27,OCE,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.57945946656299e-11,1.31249101544088e-11,3.40800840168934e-15,1.86515692802088e-23,2.29555991594239e-13,9.39694852140211e-14
EU-27,OCE,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.01039818058572e-07,1.23887478174687e-08,3.92618236365124e-10,1.29771757549406e-18,4.43516824091678e-09,1.62337141997062e-09
EU-27,OCE,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.02025420361753e-05,1.29849500910761e-06,2.01370135982555e-08,1.29708311700151e-16,2.60362769920608e-07,7.63259674012245e-08
EU-27,OCE,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.81490567486298e-05,4.58427389713454e-06,3.07666558339286e-08,1.83568560469474e-16,3.31955820887997e-07,1.04694536112025e-07
EU-27,OCE,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000346384409842865,9.23708664405966e-07,2.12209947352078e-06,4.83997439957434e-15,1.32259960148802e-07,3.24543097132454e-07
EU-27,OCE,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.8695458872266e-05,5.2651400353616e-07,2.97710053591182e-08,6.23603005570755e-15,0,0
EU-27,OCE,Tobacco,"Tobacco, rubber",Textiles (17),other crops,8.98895728168234e-06,1.81304387871456e-07,1.35526611648895e-09,1.81026557588882e-16,9.76023663841495e-08,5.72521242715868e-08
EU-27,OCE,Fodder crops,Fodder crops,Textiles (17),other crops,0.00237482602821586,0.000781314645265456,1.80612181488646e-05,6.82035991877865e-15,3.84184819841799e-05,5.43196687676338e-06
EU-27,OCE,Grazing,Grazing,Textiles (17),other crops,0,0,3.27010540623666e-06,2.47184629992938e-12,0.000184761542567849,0.000124153805637445
EU-27,OCE,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,8.0083029759187e-08,0,0,0
EU-27,OCE,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,1.81457739823796e-08,0,0,0
EU-27,OCE,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,5.99464505815263e-07,0,0,0
EU-27,OCE,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.95336469492823e-10,0,0,0
EU-27,OCE,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,5.07323807309114e-07,0,0,0
EU-27,OCE,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,4.37806292732645e-09,0,0,0
EU-27,OCE,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,7.17724583128385e-10,0,0,0
EU-27,OCE,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,4.19038730401651e-07,0,0,0
EU-27,OCE,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,7.75260819116053e-10,0,0,0
EU-27,OCE,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,8.09420416852908e-11,0,0,0
EU-27,OCE,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.59806600936418e-10,0,0,0
EU-27,OCE,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,2.53658164962594e-08,0,0,0
EU-27,OCE,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.30706291577528e-09,0,0,0
EU-27,OCE,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,7.98451367923037e-11,0,0,0
EU-27,OCE,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,9.46569997344723e-10,0,0,0
EU-27,OCE,Wine,Alcohol,Textiles (17),other crops,0,0,9.08514166289198e-08,0,0,0
EU-27,OCE,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,1.87984530570847e-09,0,0,0
EU-27,OCE,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,1.05066488201952e-06,0,0,0
EU-27,OCE,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,2.71843985457313e-05,0,0,0
EU-27,OCE,Cattle,Live animals,Textiles (17),animal-based,0,5.23337510152712e-05,6.24572743179262e-06,0,0,0
EU-27,OCE,Buffaloes,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Sheep,Live animals,Textiles (17),animal-based,0,0.00246539735126916,0.000849643400740914,0,0,0
EU-27,OCE,Goats,Live animals,Textiles (17),animal-based,0,8.51253061110759e-07,1.30533742451197e-07,0,0,0
EU-27,OCE,Pigs,Live animals,Textiles (17),animal-based,0,3.04955561198373e-08,3.8408098284971e-09,0,0,0
EU-27,OCE,Poultry Birds,Live animals,Textiles (17),animal-based,0,7.03028121012937e-08,1.58578988611577e-09,0,0,0
EU-27,OCE,Horses,Live animals,Textiles (17),animal-based,0,7.17362250300811e-08,5.25007404062036e-09,0,0,0
EU-27,OCE,Camels,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,2.37010982102381e-07,0,0,0
EU-27,OCE,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,7.11097817140847e-08,0,0,0
EU-27,OCE,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Bovine Meat,Meat,Textiles (17),animal-based,0,3.68836597747489e-22,0,0,0,0
EU-27,OCE,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,6.09487937876234e-23,0,0,0,0
EU-27,OCE,Pigmeat,Meat,Textiles (17),animal-based,0,2.60470986286501e-25,0,0,0,0
EU-27,OCE,"Meat, Other",Meat,Textiles (17),animal-based,0,8.20562665388843e-26,0,0,0,0
EU-27,OCE,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,3.46564361920047e-07,0,0,0
EU-27,EU,Wheat and products,Cereals,Textiles (17),other crops,0.415765480805497,0.00103777515120159,0.000100818159425178,3.89990558943737e-13,0.00453923012486759,0.000614726179873662
EU-27,EU,Barley and products,Cereals,Textiles (17),other crops,0.0820424450639432,0.000103519036260184,1.97829390316938e-05,6.07245405291385e-14,0.000792997097356497,8.80647753480454e-05
EU-27,EU,Maize and products,Cereals,Textiles (17),other crops,0.280610586864524,0.0124195417377332,8.73377127889608e-05,3.12889047967613e-13,0.00311240988900505,0.000325380479216056
EU-27,EU,Rye and products,Cereals,Textiles (17),other crops,0.0224636147109968,0,4.90014910287565e-06,3.96980600959871e-15,0.000197967242994616,1.57440914201517e-05
EU-27,EU,Oats,Cereals,Textiles (17),other crops,0.00391389272853783,0.000160225927387613,1.02993550927248e-06,4.85856271456997e-15,2.5434597899426e-05,3.55333954092413e-06
EU-27,EU,Millet and products,Cereals,Textiles (17),other crops,1.53176781785261e-05,0,2.63546863084485e-09,1.33157166848059e-17,9.19405809391434e-08,1.75526071150244e-08
EU-27,EU,Sorghum and products,Cereals,Textiles (17),other crops,0.000578979482659618,4.94489975669713e-07,1.2182361883713e-07,5.32629993178806e-16,3.93170223999785e-06,6.30602563620304e-07
EU-27,EU,"Cereals, Other",Cereals,Textiles (17),other crops,0.0291583128253248,0.000121376634639484,6.03879511327214e-06,7.68452017530503e-15,0.000158360465072514,2.7633696665197e-05
EU-27,EU,Potatoes and products,Roots and tubers,Textiles (17),other crops,0.0244060136643829,0.00125343700985001,7.51822937093854e-06,2.28400008722819e-14,0.000307993700883558,6.53051831559755e-05
EU-27,EU,Sugar beet,Sugar crops,Textiles (17),other crops,0.00570377894336449,4.69861497414405e-05,1.6582189756171e-06,3.40396328549037e-15,9.00793963247271e-05,1.0153365621211e-05
EU-27,EU,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000558336168477838,2.11083757121391e-06,8.84816407155228e-08,6.97534000933125e-16,2.5362649629921e-06,6.96241537043545e-07
EU-27,EU,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00748696508847697,0.000283328316833605,8.88748998542357e-07,3.2319001407847e-14,3.27400630123378e-05,2.12516570702752e-05
EU-27,EU,Soyabeans,Oil crops,Textiles (17),other crops,0.00889248530684023,0.000760935592274194,1.59019003423233e-06,6.58775318312714e-15,2.23476669461475e-05,1.11886136952127e-05
EU-27,EU,Sunflower seed,Oil crops,Textiles (17),other crops,0.107556724754836,0.00440915950956444,1.41529038850669e-05,2.40971298792093e-13,0.000629145848987799,0.000108227711946012
EU-27,EU,Rape and Mustardseed,Oil crops,Textiles (17),other crops,0.533906128835167,0.000600213468804076,0.000106420974850907,2.73798686803452e-13,0.00731549186836976,0.000751816157185088
EU-27,EU,"Oilcrops, Other",Oil crops,Textiles (17),other crops,0.0210786649882208,0.000204435527293689,3.91206518942368e-06,4.50470855590811e-14,5.13525556039311e-05,1.36192464557442e-05
EU-27,EU,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.27415324202877e-08,4.91321466719306e-09,1.54554692222408e-11,8.91582322554292e-21,4.15369252744259e-10,7.84019550979643e-11
EU-27,EU,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.000134090529532446,1.56468892579896e-05,3.48396952442647e-08,5.44485606927e-16,2.0206611081382e-06,4.67131204288388e-07
EU-27,EU,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00261165907598006,0.000185562875809568,4.21164968959899e-07,3.8875776243096e-15,1.80199554400216e-05,2.73588305654412e-06
EU-27,EU,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00663354218229892,0.000101468935289558,7.4021348363988e-07,1.30550880016379e-14,3.66374932913978e-05,5.04313109939543e-06
EU-27,EU,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,0.00109133348348663,0.000229231877136424,1.78805268760274e-07,4.84954362502384e-15,6.86936667549345e-06,1.52188271436989e-06
