consumer,origin,input,input_group,product,input_category,cropland_km2,blue_water_km3,ghg_Gt,biodiv,n_application_Tg,p_application_Tg
EU-27,OCE,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,1.257872798865e-24,0,0,0,0
EU-27,OCE,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,1.56886436102601e-25,0,0,0,0
EU-27,OCE,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,OCE,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,OCE,Hides and skins,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,OCE,"Fish, Seafood",Fish,Wearing apparel; furs (18),animal-based,0,0,1.51971094334726e-07,0,0,0
EU-27,EU,Wheat and products,Cereals,Wearing apparel; furs (18),other crops,0.000199816500865679,0.000529522267604733,4.88203431357648e-05,0.000197598423715504,0.00193570002613929,0.000312278964516693
EU-27,EU,Barley and products,Cereals,Wearing apparel; furs (18),other crops,3.43040003660801e-05,7.42592101802769e-05,7.41607005399535e-06,3.31483146341454e-05,0.00030130464399774,3.5301151607645e-05
EU-27,EU,Maize and products,Cereals,Wearing apparel; furs (18),other crops,0.00010550686646865,0.00425886353197045,2.89299945602844e-05,0.000133370969947291,0.00100181135714019,0.000117055387305834
EU-27,EU,Rye and products,Cereals,Wearing apparel; furs (18),other crops,6.09077443677573e-06,0,1.37498060015202e-06,1.53067140971492e-06,4.84701483356505e-05,4.16954039216796e-06
EU-27,EU,Oats,Cereals,Wearing apparel; furs (18),other crops,4.23718405825416e-06,0.000135774241572829,1.08070996814028e-06,4.75640111464727e-06,2.54477983521607e-05,3.95059782963808e-06
EU-27,EU,Millet and products,Cereals,Wearing apparel; furs (18),other crops,1.70960022665909e-08,0,3.63448969609542e-09,1.11535857098483e-08,1.05464540637169e-07,1.9516546053203e-08
EU-27,EU,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,2.80392889287376e-07,4.41271340043014e-07,6.06214631902218e-08,4.40735819389034e-07,2.16041755758262e-06,3.31254197724337e-07
EU-27,EU,"Cereals, Other",Cereals,Wearing apparel; furs (18),other crops,2.04391859488328e-05,9.16010770272024e-05,4.85973681626977e-06,5.22944581502518e-06,0.000122328836988848,2.01424657035663e-05
EU-27,EU,Potatoes and products,Roots and tubers,Wearing apparel; furs (18),other crops,7.3376423136168e-06,0.00035052992318753,2.36597690986223e-06,7.17326646609204e-06,8.6820166142243e-05,1.76298879866384e-05
EU-27,EU,Sugar beet,Sugar crops,Wearing apparel; furs (18),other crops,4.35085773622347e-06,2.79993420129552e-05,1.76115139305783e-06,1.7503763494683e-06,6.07473885987418e-05,8.75913977893727e-06
EU-27,EU,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.20831047115847e-07,2.37657336513841e-06,8.19792179058976e-08,7.39602318903203e-07,2.90943260466621e-06,6.9094788864008e-07
EU-27,EU,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,4.06876534830688e-06,7.81911265096486e-05,6.2012826008961e-07,1.00440831460884e-05,1.81049104614943e-05,1.18616990099163e-05
EU-27,EU,Soyabeans,Oil crops,Wearing apparel; furs (18),other crops,5.78948191837723e-06,0.000543617382945644,1.05317779786006e-06,4.94650818020511e-06,1.43693922374423e-05,7.3903848030974e-06
EU-27,EU,Sunflower seed,Oil crops,Wearing apparel; furs (18),other crops,9.9553270118457e-05,0.00462575483333758,1.28050267325529e-05,0.000268755105545681,0.00040931564971451,6.83926966086581e-05
EU-27,EU,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,0.0002605234319607,0.000311113295962393,5.21160808929865e-05,0.00014673356342222,0.00346034255606202,0.00038744713079443
EU-27,EU,"Oilcrops, Other",Oil crops,Wearing apparel; furs (18),other crops,1.49299618785118e-05,0.000165363907476188,2.8814083125867e-06,4.7059139446396e-05,3.46791802540374e-05,1.16724107637423e-05
EU-27,EU,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.21585599134329e-11,4.95304223295624e-09,1.54884444980176e-11,9.09342884931329e-12,4.07759009851478e-10,7.77080453718989e-11
EU-27,EU,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.74413055814941e-08,7.52387180376745e-06,2.29618301281942e-08,2.53331396154345e-07,1.05806423543452e-06,2.51397897211086e-07
EU-27,EU,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,6.26288956873852e-07,5.37199734158584e-05,8.07595134366952e-08,9.90874136022928e-07,3.96407712612108e-06,5.68751228301601e-07
EU-27,EU,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.14939025101603e-06,3.17547686921291e-05,2.37053071398402e-07,4.20254970741462e-06,1.20542985669737e-05,1.63355023236849e-06
EU-27,EU,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.3052720181924e-07,5.23788158426422e-05,3.50000247326539e-08,1.05589120998297e-06,1.37023722543365e-06,3.17774571110637e-07
EU-27,EU,"Soft-Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.000167859949366575,0.0180328409977294,0.00027649092318829,0.000146358087309195,0,0
EU-27,EU,Tobacco,"Tobacco, rubber",Wearing apparel; furs (18),other crops,1.97637804695768e-07,2.16024014300347e-06,3.15110997600232e-08,5.76521608092207e-07,1.97218591829027e-06,1.10929639534308e-06
EU-27,EU,Fodder crops,Fodder crops,Wearing apparel; furs (18),other crops,6.57425348033756e-05,0.00278570898479201,1.74783331997265e-05,0.000110934564081247,0.000400521250409556,0.00011452387189543
EU-27,EU,Grazing,Grazing,Wearing apparel; furs (18),other crops,0,0,1.11418093105607e-05,0.000816021901116707,0.00139499549541421,9.34676644599728e-05
EU-27,EU,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,2.62046292649256e-06,0,0,0
EU-27,EU,"Sweeteners, Other","Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,1.30245515021569e-05,0,0,0
EU-27,EU,Soyabean Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,9.67121351954763e-07,0,0,0
EU-27,EU,Sunflowerseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.32156913451704e-06,0,0,0
EU-27,EU,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.82673509207791e-05,0,0,0
EU-27,EU,"Oilcrops Oil, Other",Vegetable oils,Wearing apparel; furs (18),other crops,0,0,6.90174264544263e-06,0,0,0
EU-27,EU,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,5.00458120867007e-08,0,0,0
EU-27,EU,Sunflowerseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.25270956186411e-08,0,0,0
EU-27,EU,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,6.92728517096014e-08,0,0,0
EU-27,EU,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.63715941492843e-08,0,0,0
EU-27,EU,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,5.74234512524948e-07,0,0,0
EU-27,EU,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,1.86448693397727e-06,0,0,0
EU-27,EU,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,1.16926141985446e-05,0,0,0
EU-27,EU,Cattle,Live animals,Wearing apparel; furs (18),animal-based,0,0.00202428333109149,0.000152359742522318,0,0,0
EU-27,EU,Sheep,Live animals,Wearing apparel; furs (18),animal-based,0,0.00128153338595383,0.00034107405004988,0,0,0
EU-27,EU,Goats,Live animals,Wearing apparel; furs (18),animal-based,0,1.3574149777955e-05,2.14748284338858e-06,0,0,0
EU-27,EU,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,1.49243355682143e-08,1.00271589499904e-09,0,0,0
EU-27,EU,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,2.26821829881057e-07,1.99970781906968e-08,0,0,0
EU-27,EU,Horses,Live animals,Wearing apparel; furs (18),animal-based,0,3.90263146283917e-05,4.28983582331687e-06,0,0,0
EU-27,EU,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,1.8186145945011e-06,0,0,0,0
EU-27,EU,Milk - Excluding Butter,Milk,Wearing apparel; furs (18),animal-based,0,0,6.79392230193166e-07,0,0,0
EU-27,EU,Eggs,Eggs,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,EU,Wool (Clean Eq.),"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,EU,Bovine Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.07727955157158e-11,0,0,0,0
EU-27,EU,Mutton & Goat Meat,Meat,Wearing apparel; furs (18),animal-based,0,4.93175309188781e-20,0,0,0,0
EU-27,EU,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,1.35573039725346e-24,0,0,0,0
EU-27,EU,Poultry Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.77747179417688e-23,0,0,0,0
EU-27,EU,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,EU,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,EU,Hides and skins,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,EU,"Fish, Seafood",Fish,Wearing apparel; furs (18),animal-based,0,0,2.2125920664246e-07,0,0,0
EU-27,ASI,Rice and products,Cereals,Wearing apparel; furs (18),other crops,0.000165121695499123,0.019032733225209,0.00017718378543272,0.000252491601048124,0.000880910112566746,0.000114801731026842
EU-27,ASI,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,1.0670793535695e-06,3.90557879933132e-05,3.32438835606284e-07,1.01744846244869e-06,8.83159274889637e-06,9.30268983716848e-07
EU-27,ASI,Beans,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.49595149621339e-06,1.90159756448264e-05,8.99379117053929e-07,4.14186264690145e-06,1.59801596668451e-05,6.74541260297948e-06
EU-27,ASI,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.09022586794736e-06,5.16042887168346e-06,3.57807694335472e-07,1.83685530888371e-06,1.63247620926826e-05,7.29983734151466e-06
EU-27,ASI,Soyabeans,Oil crops,Wearing apparel; furs (18),other crops,8.61781971014362e-05,0.00262889348599307,1.23450478201526e-05,9.19695823405214e-05,0.000443923340131289,0.000156214531948945
EU-27,ASI,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,1.19666448025812e-05,0.000474919711175019,1.82141346722985e-06,1.0819812543029e-05,0.00010499160403064,3.07009760041351e-05
EU-27,ASI,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,8.15844531809314e-05,0.000753612343416273,1.63003024706531e-05,3.96310515934428e-05,0.000879730020213958,0.00013578104377434
EU-27,ASI,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,8.55366936432396e-05,0,7.31111728776219e-05,0.00178906235819269,5.32057473647646e-05,1.56773964374785e-05
EU-27,ASI,Tea (including mate),"Coffee, tea, cocoa",Wearing apparel; furs (18),other crops,4.80747021946655e-09,1.7123469845484e-06,2.6078748200336e-09,7.37526807547334e-08,8.30965945480671e-08,6.46242534253763e-09
EU-27,ASI,Jute,Fibre crops,Wearing apparel; furs (18),fibre crops,0.000204974230298086,0.0012630207338152,6.57433643726756e-05,0.000234832298125245,0.00147439391523876,0.000169782528657283
EU-27,ASI,Jute-Like Fibres,Fibre crops,Wearing apparel; furs (18),fibre crops,9.96335723190993e-06,0.00012379605082011,3.93941908576436e-07,2.30823909343394e-05,9.50168306580165e-05,1.58248813089713e-05
EU-27,ASI,"Hard Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,6.16711239885548e-05,4.22251112953512e-06,6.74996038291411e-06,0.000688146796316758,0,0
EU-27,ASI,Rubber,"Tobacco, rubber",Wearing apparel; furs (18),other crops,6.30028165011819e-05,0.00340747008108266,3.97709179302331e-05,0.00028988745956562,0.000134953879055968,3.40415000775084e-05
EU-27,ASI,Soyabean Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,8.29781350810381e-06,0,0,0
EU-27,ASI,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,4.07825052012236e-06,0,0,0
EU-27,ASI,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.72589745960139e-05,0,0,0
EU-27,ASI,Coconut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.01079726546506e-06,0,0,0
EU-27,ASI,Sesameseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,7.0727043163297e-08,0,0,0
EU-27,ASI,Ricebran Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.65396649395152e-08,0,0,0
EU-27,ASI,Groundnut Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,6.03224763897018e-08,0,0,0
EU-27,ASI,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.23715677151932e-07,0,0,0
EU-27,ASI,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.23541176135114e-09,0,0,0
EU-27,ASI,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,0.00240560659288592,0.000200520451167316,0,0,0
EU-27,LAM,Sesame seed,Oil crops,Wearing apparel; furs (18),other crops,3.92683240073843e-07,3.19860209677778e-06,4.49269644713727e-07,1.05997801701295e-06,1.5363607114598e-06,3.43375841162439e-07
EU-27,LAM,Bananas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.36951389939725e-08,7.02000237876436e-08,4.17963757620648e-09,1.65579076412142e-06,9.42685066852803e-08,8.55802081034682e-10
EU-27,LAM,Plantains,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.03050905453282e-08,2.39845530277914e-07,3.7221638641575e-10,2.75786136599043e-07,2.11522034642356e-08,2.93332443170126e-09
EU-27,LAM,Rubber,"Tobacco, rubber",Wearing apparel; furs (18),other crops,6.62596550329438e-07,6.40743520232978e-05,6.76694888985565e-07,4.42051503290311e-06,1.48286960196317e-06,4.17543905389565e-07
EU-27,LAM,"Camelids, other",Live animals,Wearing apparel; furs (18),animal-based,0,5.51409580579071e-07,3.45271459707393e-07,0,0,0
EU-27,LAM,"Rodents, other",Live animals,Wearing apparel; furs (18),animal-based,0,1.20155779797827e-07,0,0,0,0
EU-27,AFR,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,1.74025255174951e-13,5.87540017516279e-15,0,0,0
EU-27,AFR,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,2.56941803916825e-09,6.37028032417214e-10,0,0,0
EU-27,AFR,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,4.55859538882869e-08,0,0,0,0
EU-27,AFR,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,1.28579063021252e-11,0,0,0,0
EU-27,AFR,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
EU-27,LAM,Yams,Roots and tubers,Wearing apparel; furs (18),other crops,4.46229251873465e-09,1.1034104298358e-08,4.91529073467068e-09,1.57785665803959e-07,5.34798142370704e-09,1.20486074592645e-09
EU-27,LAM,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,2.64645727190222e-07,2.57710835924225e-08,2.08519393340598e-07,4.37749414084011e-06,9.18589584550882e-07,3.30984612635156e-08
EU-27,LAM,"Oil, palm fruit",Oil crops,Wearing apparel; furs (18),other crops,3.37207042733167e-05,0,5.68776023516132e-07,0.000345600440901495,0.000179685854682501,1.2984778598908e-05
EU-27,LAM,"Oranges, Mandarines","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.53466364766621e-12,4.37707043325254e-11,1.52865931343254e-11,1.17986021386515e-11,4.14297912522179e-11,7.81047597749745e-12
EU-27,LAM,Jute,Fibre crops,Wearing apparel; furs (18),fibre crops,4.09901641086353e-08,2.40809652397898e-06,7.00891429945329e-08,1.92185930280978e-07,1.85563024374477e-07,1.70717570241658e-08
EU-27,LAM,Jute-Like Fibres,Fibre crops,Wearing apparel; furs (18),fibre crops,1.45612648413515e-06,0.000419720818032385,8.41184506134995e-08,9.61312439769009e-06,1.72727420770349e-05,4.90523946537572e-06
EU-27,LAM,Sisal,Fibre crops,Wearing apparel; furs (18),fibre crops,3.34870934633928e-06,0.000100600255342351,2.59338828790538e-06,0.000129637217884048,7.25891011860124e-07,3.84111743438768e-06
EU-27,LAM,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,1.0599762227404e-06,0,0,0
EU-27,LAM,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0.000100582359433658,0,0,0
EU-27,LAM,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.02387056005759e-05,0,0,0
EU-27,LAM,Palmkernel Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,9.18012036738799e-08,0,0,0
EU-27,LAM,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,5.44819481974108e-11,0,0,0
EU-27,LAM,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,3.01161587564636e-09,0,0,0
EU-27,OCE,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,5.17045937626266e-06,0,8.31008613662658e-06,0.000190721737339018,3.0298710290598e-07,2.58828957614498e-07
EU-27,OCE,"Oil, palm fruit",Oil crops,Wearing apparel; furs (18),other crops,5.69135859157847e-06,0,1.21959155375234e-08,8.50876249404421e-05,3.89318262173611e-06,4.12952989271084e-06
EU-27,OCE,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,3.63506804202e-07,0,0,0
EU-27,OCE,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.43237065617677e-06,0,0,0
EU-27,OCE,Coconut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.16267348212225e-07,0,0,0
EU-27,OCE,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,9.44439679374666e-11,0,0,0
EU-27,EU,Rice and products,Cereals,Wearing apparel; furs (18),other crops,9.6366363320285e-07,0.000406722522734624,2.01134459136986e-06,4.38379348695287e-06,1.08152563708022e-05,3.08617238398567e-06
EU-27,EU,Beans,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.83106118357886e-08,2.62233729809324e-08,8.69785661101266e-09,2.60040171451207e-08,1.69980978336264e-08,2.33737482483764e-08
EU-27,EU,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.84375740788408e-07,6.12418207139047e-05,8.05755662332409e-08,3.39562823236948e-06,7.44622986868009e-07,5.80850372805065e-07
EU-27,EU,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,2.08561071501343e-10,4.15739137592841e-12,1.68289963406479e-11,1.1032891898007e-09,5.22275916242199e-10,3.6665696819958e-10
EU-27,EU,Seed cotton,Oil crops,Wearing apparel; furs (18),other crops,0.000116279365263591,0.0457553185604365,1.69851028792637e-05,0.00058536784748976,0.000996610995344342,0.000222919120970987
EU-27,EU,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.56082960611434e-09,2.77179940149623e-07,3.3439799896753e-10,1.09564025786232e-08,3.10478291926177e-08,6.32716722512418e-09
EU-27,EU,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.74310403913257e-09,7.49380353570298e-07,1.21383395871183e-09,1.25430967097923e-08,0,0
EU-27,EU,Cottonseed,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,1.90472834829025e-06,0,0,0
EU-27,EU,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
EU-27,EU,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
EU-27,EU,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.92828684228447e-08,0,0,0
EU-27,EU,Cotton lint,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,2.02358829797618e-05,0,0,0
EU-27,EU,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,1.34170062151194e-05,1.76428439783988e-06,0,0,0
EU-27,EU,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,3.83305812138758e-12,0,0,0,0
EU-27,EU,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,1.04176745657073e-09,0,0,0
EU-27,ASI,Millet and products,Cereals,Wearing apparel; furs (18),other crops,2.44633553157525e-06,4.92084520542207e-05,3.81613728461682e-07,1.67180690350942e-06,1.43250908053694e-05,1.71124024020744e-06
