consumer,origin,input,input_group,product,input_category,cropland_km2,blue_water_km3,ghg_Gt,biodiv,n_application_Tg,p_application_Tg
World,LAM,Sesame seed,Oil crops,Wearing apparel; furs (18),other crops,5.4031353747873e-06,4.35308380338931e-05,5.62821678360905e-06,1.53943277347628e-05,1.99131693938653e-05,3.68137336573927e-06
World,LAM,Bananas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.24219129209355e-07,9.19294235839825e-07,6.2255054583513e-08,1.76097043891805e-05,1.32940528787905e-06,1.09083642590444e-08
World,LAM,Plantains,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.77511390068669e-07,2.60038193457261e-06,5.17136832214044e-09,6.24497415303193e-06,2.72861502417958e-07,4.2732922964973e-08
World,LAM,Rubber,"Tobacco, rubber",Wearing apparel; furs (18),other crops,1.86347359909073e-05,0.00181902810015303,2.44150223254811e-05,9.06816611370305e-05,4.52629006918506e-05,1.58755774207323e-05
World,LAM,"Camelids, other",Live animals,Wearing apparel; furs (18),animal-based,0,1.91202078884679e-05,1.19714010129328e-05,0,0,0
World,LAM,"Rodents, other",Live animals,Wearing apparel; furs (18),animal-based,0,4.17015065629811e-06,0,0,0,0
World,AFR,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,1.89176138097089e-12,6.36707138033007e-14,0,0,0
World,AFR,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,9.53606089368155e-09,2.35702956715238e-09,0,0,0
World,AFR,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,3.7624617862414e-07,0,0,0,0
World,AFR,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,1.06525222549363e-10,0,0,0,0
World,AFR,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,LAM,Yams,Roots and tubers,Wearing apparel; furs (18),other crops,9.49822621475798e-08,1.10397952368866e-07,5.8728708222994e-08,3.56688470697174e-06,7.69074617294393e-08,1.91269967584921e-08
World,LAM,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,3.80594286747735e-06,2.37401431995386e-07,2.89636301222106e-06,5.24108339514708e-05,1.4304438350973e-05,4.78243625598607e-07
World,LAM,"Oil, palm fruit",Oil crops,Wearing apparel; furs (18),other crops,0.000104207771577336,0,2.10267406193866e-06,0.00110816691876096,0.000611861534957625,5.89614539962198e-05
World,LAM,"Oranges, Mandarines","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.32180414582051e-11,1.92971728953425e-10,6.7393941950948e-11,5.20164500126013e-11,1.82651354828191e-10,3.44340141725088e-11
World,LAM,Jute,Fibre crops,Wearing apparel; furs (18),fibre crops,3.83480563973741e-06,7.05900945580247e-05,8.40712814678945e-06,9.75707777047727e-06,1.60618544071404e-05,3.8012061704609e-06
World,LAM,Jute-Like Fibres,Fibre crops,Wearing apparel; furs (18),fibre crops,5.09906632122747e-05,0.0123035484407917,2.7926713868837e-06,0.00029480263679418,0.000573457827959118,0.000188558635423207
World,LAM,Sisal,Fibre crops,Wearing apparel; furs (18),fibre crops,0.000387996347924077,0.0235027623016144,0.000579515703711142,0.00426569008089701,8.63131777377783e-05,0.000953239976224168
World,LAM,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,4.5844838531332e-06,0,0,0
World,LAM,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0.000334927581703497,0,0,0
World,LAM,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.82934672289844e-05,0,0,0
World,LAM,Palmkernel Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.25681407915031e-06,0,0,0
World,LAM,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,5.41475675209837e-10,0,0,0
World,LAM,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,9.56060304174076e-07,0,0,0
World,OCE,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,4.36902969597868e-05,0,5.88380894980893e-05,0.00221107708010094,2.56023712052104e-06,1.82630580779499e-06
World,OCE,"Oil, palm fruit",Oil crops,Wearing apparel; furs (18),other crops,1.4172079080767e-05,0,3.01017394413938e-08,0.000215110590269716,9.69443234191485e-06,1.01844664793829e-05
World,OCE,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,8.21707726563743e-07,0,0,0
World,OCE,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.64381830457537e-06,0,0,0
World,OCE,Coconut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,6.11609925596906e-07,0,0,0
World,OCE,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.09688850220279e-09,0,0,0
World,EU,Rice and products,Cereals,Wearing apparel; furs (18),other crops,2.0064152026891e-06,0.000864078179863036,4.17394737530702e-06,9.27201844323264e-06,2.206496956889e-05,6.26347351063424e-06
World,EU,Beans,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.56010287216108e-08,8.79745036331415e-08,2.01530395474436e-08,8.16002922949561e-08,1.01311298845593e-07,9.93222087845365e-08
World,EU,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,9.24817494814101e-07,9.56165161911324e-05,1.27780655373535e-07,5.48889393678508e-06,1.15807692371154e-06,9.05594668247749e-07
World,EU,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,4.32365759539891e-10,1.16100002931473e-11,3.4521197453359e-11,2.26784495152331e-09,1.069111695229e-09,7.49770547748174e-10
World,EU,Seed cotton,Oil crops,Wearing apparel; furs (18),other crops,0.000391309366380787,0.152107813734243,5.73651583171994e-05,0.00200294065143496,0.00349604986369051,0.000776486270762724
World,EU,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.25038742240234e-09,9.32392317890455e-07,1.12502453610692e-09,3.68614767669102e-08,1.04428186111866e-07,2.12820845545073e-08
World,EU,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,9.19117520086309e-08,5.72599520485077e-06,1.27903252852394e-08,1.30391262640226e-07,0,0
World,EU,Cottonseed,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,3.89619973426325e-06,0,0,0
World,EU,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,EU,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,EU,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.81238877053332e-08,0,0,0
World,EU,Cotton lint,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,6.85202958886724e-05,0,0,0
World,EU,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,2.64298835350552e-05,3.67171683880874e-06,0,0,0
World,EU,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,4.17364601275618e-11,0,0,0,0
World,EU,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,1.92109529093672e-09,0,0,0
World,ASI,Millet and products,Cereals,Wearing apparel; furs (18),other crops,4.16956483533184e-05,0.000613678781372457,6.70900023560806e-06,2.61581586502395e-05,0.000261968272940333,3.14145140899988e-05
World,ASI,Cassava and products,Roots and tubers,Wearing apparel; furs (18),other crops,0.000382411184191837,0,0.000388742432554102,0.00123613517127975,0.000928987607786596,0.000213421475312288
World,ASI,Sweet potatoes,Roots and tubers,Wearing apparel; furs (18),other crops,7.5774123564926e-05,0.000663171458627916,1.59633216109344e-05,5.29102604469084e-05,0.00112261847026277,0.00014385792506285
World,ASI,Plantains,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,8.32302347347859e-10,4.18146702025986e-08,2.33220350170738e-12,9.45002753552686e-09,1.1177261914792e-09,3.80460502481135e-10
World,ASI,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,4.97471585517536e-06,0,0,0
World,ASI,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,3.10521823059943e-05,0,0,0
World,ASI,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,1.44882682849498e-07,7.96853681755706e-09,0,0,0
World,ASI,Mutton & Goat Meat,Meat,Wearing apparel; furs (18),animal-based,0,6.81670059783863e-19,0,0,0,0
World,ASI,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,1.57439002880401e-23,0,0,0,0
World,ASI,Poultry Meat,Meat,Wearing apparel; furs (18),animal-based,0,3.63828366427199e-21,0,0,0,0
World,ASI,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,AFR,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,0.000221197647593249,6.42983562781298e-07,1.539682619916e-05,0.000177019836889538,0.000157385413539201,8.01399074750881e-05
World,AFR,Tea (including mate),"Coffee, tea, cocoa",Wearing apparel; furs (18),other crops,3.41067326985827e-08,3.90061516712925e-06,6.19231570911716e-09,3.85148489028506e-08,4.83655898138136e-08,1.31171728231474e-08
World,AFR,Yams,Roots and tubers,Wearing apparel; furs (18),other crops,0.00035789893461837,2.39879785539145e-07,4.2575643486462e-05,0.00025830249777806,0.000112470182754912,1.81255494245826e-05
World,AFR,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,5.85037144280444e-06,0,1.77439401054182e-06,2.2137304041838e-06,2.40829567269789e-07,1.01114959030836e-07
World,AFR,Sesame seed,Oil crops,Wearing apparel; furs (18),other crops,0.000831027995617114,0.0322841971395742,0.000323952978990536,0.000251370396818583,0.000698208913250438,5.34772729151448e-05
World,AFR,Bananas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,9.77237883483679e-14,1.86084243488349e-13,6.37998472735668e-14,7.11859494132533e-14,6.8070887900953e-14,8.76172923260248e-15
World,AFR,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.49219419906594e-06,9.71637819687628e-05,4.16636362164179e-06,7.6212310319907e-06,0,0
World,AFR,Jute,Fibre crops,Wearing apparel; furs (18),fibre crops,3.74933809385344e-05,0.00213793116104733,1.49606999250401e-05,1.91772401289965e-05,0.000137565859720045,1.60298172409198e-05
World,AFR,Rubber,"Tobacco, rubber",Wearing apparel; furs (18),other crops,6.01714683910377e-05,0.000247582122100838,3.60886044815779e-05,6.23509570467491e-05,1.47631834006045e-05,3.85819022126205e-06
World,AFR,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,5.8735105918474e-10,0,0,0
World,AFR,Eggs,Eggs,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,AFR,Poultry Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.99477750505035e-21,0,0,0,0
World,AFR,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,Wheat and products,Cereals,Wearing apparel; furs (18),other crops,0.000615266130238285,0.00813954445831958,0.000154264903789271,0.00017923349592811,0.00365506543569945,0.000435950443914603
World,NAM,Barley and products,Cereals,Wearing apparel; furs (18),other crops,2.68748266067613e-05,0.00019236751106249,7.20246024372004e-06,2.2303778151304e-06,0.000180360748297032,1.53510446093257e-05
World,NAM,Maize and products,Cereals,Wearing apparel; furs (18),other crops,0.00220236523701085,0.148222284785387,0.000696818934403652,0.00142509558364783,0.0332608391804523,0.00351014343368893
World,NAM,Rye and products,Cereals,Wearing apparel; furs (18),other crops,2.42513451300821e-06,3.10590235021362e-05,7.85515298798733e-07,3.24292176976331e-07,1.18737920479754e-05,9.95949736780177e-07
World,NAM,Oats,Cereals,Wearing apparel; furs (18),other crops,4.41081193704705e-06,0.000126312377842267,1.06081530564833e-06,7.32937018250884e-07,2.23307559682285e-05,2.03077751105294e-06
World,NAM,"Cereals, Other",Cereals,Wearing apparel; furs (18),other crops,3.87233974506895e-06,3.53650579472975e-05,8.02043218543589e-07,3.92350121595476e-07,0,0
World,NAM,Potatoes and products,Roots and tubers,Wearing apparel; furs (18),other crops,1.63242433078573e-06,0.000621915936558245,8.42448038789454e-07,8.97518520388879e-07,3.52240347544926e-05,7.37422129444222e-06
World,NAM,Sugar beet,Sugar crops,Wearing apparel; furs (18),other crops,1.16692867173373e-06,0.000290227100900368,2.59208182237797e-07,7.54945046382094e-07,1.24328732189654e-05,1.12800276495296e-06
World,NAM,Beans,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.30459347023948e-07,1.20282124589233e-05,7.2904594857724e-08,9.44737830056464e-08,1.22942812599073e-06,3.36743465750731e-07
World,NAM,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,6.06028578943513e-05,5.42346381463399e-05,1.15510970441188e-05,6.05507790969116e-06,0.000103586830597281,6.78535038110982e-05
World,NAM,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,4.78559006343224e-06,0,8.62469677323942e-07,7.82336024811961e-07,2.05529822585533e-06,1.10207555895948e-06
World,NAM,Soyabeans,Oil crops,Wearing apparel; furs (18),other crops,0.00120373194800163,0.0367987206250399,0.000247392493420226,0.000761621188226667,0.00314953221861548,0.00159998401952961
World,NAM,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,4.12790260707876e-06,0.000446301218966145,6.63204247150125e-07,2.69051614609187e-06,9.64063614810915e-06,4.15861949449633e-06
World,NAM,Sunflower seed,Oil crops,Wearing apparel; furs (18),other crops,1.94848680169215e-05,0.000666871141191964,4.35497815469358e-06,1.220055149432e-05,4.69154047899878e-05,5.2210433393994e-06
World,NAM,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,0.000698028591823444,0.000228659922210067,0.000185027983357409,7.02054488902969e-05,0.00559162484915767,0.000439618776772408
World,NAM,"Oilcrops, Other",Oil crops,Wearing apparel; furs (18),other crops,4.6800412667148e-05,0.0020133189907556,8.16849429040576e-06,1.24570614783085e-05,0,0
World,NAM,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,4.73202338714658e-11,2.19719834902544e-08,2.85359193654096e-11,3.07745951811454e-11,9.47449257291106e-10,1.67697288010966e-10
World,NAM,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,6.15234145921832e-08,1.3304595295513e-05,2.64844424561624e-08,3.91813698332558e-08,5.45126974962796e-07,1.13911249851687e-07
World,NAM,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.00559968453244e-08,2.78618458497131e-05,4.71309318694896e-09,1.89712478342738e-08,1.38896430976924e-07,2.34513228341159e-08
World,NAM,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.17922326538174e-09,1.57894154185586e-06,7.46690377578479e-10,3.35034867830261e-09,3.92742153103265e-08,8.40756237013647e-09
World,NAM,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.2940367734305e-09,1.43761449010328e-06,5.88113494593988e-10,1.83731126268807e-09,1.43985580058325e-08,2.75316634571441e-09
World,NAM,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.9165344327421e-09,1.75518941174412e-08,5.23441935203319e-10,1.06226009957263e-10,0,0
World,NAM,"Hard Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,3.34635017583096e-05,0.000205088602321906,1.14811195166576e-05,1.85475106017123e-06,0,0
World,NAM,Tobacco,"Tobacco, rubber",Wearing apparel; furs (18),other crops,3.0378593849028e-07,3.3836778555237e-06,4.93164393525691e-08,1.50568981985471e-07,2.34221579321231e-06,1.0598013348216e-06
World,NAM,Fodder crops,Fodder crops,Wearing apparel; furs (18),other crops,0.000138433102433882,0.0136590552044642,0.000102050951232774,8.85811346637187e-05,0.000714678737372061,0.000176505031244704
World,NAM,Grazing,Grazing,Wearing apparel; furs (18),other crops,0,0,1.34964692003158e-05,0.000877771243074984,0.000893771002656897,0.000106883108209063
World,NAM,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,1.3582708455239e-06,0,0,0
World,NAM,"Sweeteners, Other","Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,2.98976288171127e-05,0,0,0
World,NAM,Soyabean Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.22390964329739e-06,0,0,0
World,NAM,Sunflowerseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,6.47051815993585e-07,0,0,0
World,NAM,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.54894134643105e-05,0,0,0
World,NAM,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.3143941036308e-07,0,0,0
World,NAM,"Oilcrops Oil, Other",Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.35052135517429e-06,0,0,0
World,NAM,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,8.26016300434804e-07,0,0,0
World,NAM,Sunflowerseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,4.95970021768154e-09,0,0,0
World,NAM,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,4.27680538624076e-07,0,0,0
World,NAM,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,4.62091131939751e-08,0,0,0
World,NAM,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,1.44716602689493e-09,0,0,0
World,NAM,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,5.58568158132356e-08,0,0,0
World,NAM,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,0.000394178809360387,0,0,0
World,NAM,Cattle,Live animals,Wearing apparel; furs (18),animal-based,0,0.00459922861350801,0.000388637643746908,0,0,0
World,NAM,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,Sheep,Live animals,Wearing apparel; furs (18),animal-based,0,5.19279447038727e-05,1.04909426560767e-05,0,0,0
World,NAM,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,3.47186252730141e-06,3.34816033066417e-07,0,0,0
World,NAM,Poultry Birds,Live animals,Wearing apparel; furs (18),animal-based,0,2.86183925256065e-06,1.63521789109726e-07,0,0,0
World,NAM,Horses,Live animals,Wearing apparel; furs (18),animal-based,0,0.000163727548415781,8.45295943603959e-06,0,0,0
World,NAM,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,Milk - Excluding Butter,Milk,Wearing apparel; furs (18),animal-based,0,0,2.64424771755417e-06,0,0,0
World,NAM,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,2.62243303368375e-09,0,0,0
World,NAM,Eggs,Eggs,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,Wool (Clean Eq.),"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,Bovine Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.21197391050219e-20,0,0,0,0
World,NAM,Mutton & Goat Meat,Meat,Wearing apparel; furs (18),animal-based,0,1.86957734377473e-22,0,0,0,0
World,NAM,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,4.92074723865603e-23,0,0,0,0
World,NAM,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,4.99432441848657e-09,0,0,0,0
World,NAM,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,Hides and skins,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,NAM,"Fish, Seafood",Fish,Wearing apparel; furs (18),animal-based,0,0,1.18802585119782e-06,0,0,0
World,AFR,Sesameseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.42262284560967e-09,0,0,0
World,AFR,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,1.54815974927625e-22,0,0,0,0
World,ASI,"Offals, Edible",Meat,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,LAM,Sugar beet,Sugar crops,Wearing apparel; furs (18),other crops,6.82985644439816e-09,4.47845025524182e-06,4.74464819782431e-09,2.42678437442054e-08,1.70678212307376e-07,9.06750969258402e-08
World,LAM,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.81931445269339e-12,4.90162178538449e-10,4.32025728381903e-12,6.61085828209392e-12,1.78389316855185e-11,2.21269614531717e-12
World,LAM,Camels,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,ASI,Rye and products,Cereals,Wearing apparel; furs (18),other crops,1.74239318405714e-05,0.000258171436678011,3.03952330163611e-06,7.47955269831356e-06,0.000116270140897517,1.13202865810368e-05
World,ASI,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,1.83163109059128e-06,1.8083640949163e-05,3.92973436669391e-07,2.80436997329884e-06,3.4571223829674e-05,1.22374493888693e-05
World,ASI,"Oil, palm fruit",Oil crops,Wearing apparel; furs (18),other crops,0.0027455954866745,0,2.51135295817522e-05,0.0169089025813999,0.0221023116271001,0.00239529469741377
World,ASI,Bananas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.94296379911468e-09,2.41562828779273e-10,1.11305438132018e-08,1.92831635375489e-07,1.52622859043647e-07,1.16950022054675e-08
World,ASI,"Soft-Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.000370388674106754,0.00115306877922381,2.91389915704086e-05,0.000552058194745713,0,0
World,ASI,Sisal,Fibre crops,Wearing apparel; furs (18),fibre crops,9.22531592307789e-06,0.00014623193056403,3.08469237589184e-06,1.19834684871334e-05,3.42987460422617e-06,1.52775371039001e-05
World,ASI,Palm kernels,Oil crops,Wearing apparel; furs (18),other crops,0,0,2.37956660536263e-05,0,0,0
World,ASI,Groundnut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.03280887827736e-05,0,0,0
World,ASI,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0.00502873748343809,0,0,0
World,ASI,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.38956550923102e-09,0,0,0
World,ASI,Palmkernel Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,8.69511966992706e-05,0,0,0
World,ASI,Asses,Live animals,Wearing apparel; furs (18),animal-based,0,0.000468672938590005,3.86121090297447e-05,0,0,0
World,ASI,Mules,Live animals,Wearing apparel; furs (18),animal-based,0,0.00012559150657812,9.42011608802172e-06,0,0,0
World,ASI,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,0.000393739105379538,0,0,0,0
World,LAM,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,7.40583022793872e-07,1.3398519877022e-06,8.74022369760227e-07,1.11975543060238e-05,9.12676421655305e-06,2.08411139640641e-06
World,LAM,Sugar non-centrifugal,"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,4.05543062180182e-09,0,0,0
World,LAM,Coconut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.09701905594161e-07,0,0,0
World,LAM,Sesameseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.61754022171259e-10,0,0,0
World,LAM,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,8.23132356543902e-06,0,0,0,0
World,AFR,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.95550719614393e-07,2.66307098675206e-06,4.17436285403169e-07,9.75071782404466e-07,7.19448539563478e-08,3.60079117039305e-08
World,LAM,Abaca,Fibre crops,Wearing apparel; furs (18),fibre crops,8.32542154759106e-05,0.00992034082472961,8.24769317255958e-05,0.00157700293132083,0,0
World,EU,Sesameseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,3.05769444818564e-10,0,0,0
World,ASI,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,2.87325544617603e-05,0.00415324118440767,1.23233366830268e-06,3.29712881475653e-05,0.000136041758978469,2.85641990810979e-05
World,ASI,Olive Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,4.45346171498913e-07,0,0,0
World,AFR,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.72319086425694e-05,0.00130664840613155,1.76312866591179e-06,7.64145958266947e-06,2.98605280825511e-05,1.13189994246504e-07
World,AFR,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.58572578081471e-07,0.000335071998109444,1.00856799024662e-07,3.38535814491664e-06,6.65808219847946e-06,7.9988153862005e-07
World,AFR,Soyabean Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,3.97902804388886e-08,0,0,0
World,EU,Groundnut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.351761651109e-11,0,0,0
World,EU,Groundnut Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.51886112935053e-09,0,0,0
World,EU,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,5.28495630735333e-08,0,0,0
World,EUR,Rye and products,Cereals,Wearing apparel; furs (18),other crops,1.87708713460739e-05,7.30008936105723e-05,4.17954486118347e-06,5.80126542991109e-06,3.95686436919242e-05,3.28567621970098e-06
World,EUR,Millet and products,Cereals,Wearing apparel; furs (18),other crops,5.22522334470611e-06,0,3.98246401836435e-07,1.14562976936865e-06,1.45869161490718e-06,1.0622083719419e-07
World,EUR,"Cereals, Other",Cereals,Wearing apparel; furs (18),other crops,5.84243366042664e-06,1.21213290625558e-05,2.0094328750784e-06,4.86928388037607e-06,2.31901942240049e-05,1.7819079284547e-06
World,EUR,Sugar beet,Sugar crops,Wearing apparel; furs (18),other crops,2.99978055020589e-06,0.00038257079617149,6.94948041224117e-07,1.85809206857843e-06,2.46493852781739e-05,4.89097854706673e-06
World,EUR,Peas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,6.1309713104802e-07,4.56759433903777e-07,1.16232010349357e-07,9.34038070221095e-08,5.3342285791352e-07,1.73856736090925e-07
World,EUR,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,0.000161188930443378,0,1.86413653880966e-05,0.000124582408755365,0.000370738437006081,0.000114889076201754
World,EUR,"Oilcrops, Other",Oil crops,Wearing apparel; furs (18),other crops,2.86305475834909e-05,0.000680411383520165,8.79511377776349e-06,3.40089476939548e-05,2.42039914633068e-06,2.03657383543282e-08
World,EUR,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.96263692486543e-06,3.33438686263358e-05,2.00608530340493e-07,3.57429097197813e-07,6.42349072453897e-06,2.18389643579634e-07
World,EUR,"Soft-Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.000187965518956374,0.000102065313937619,0.00010898034246093,1.04514886882217e-05,0,0
World,EUR,Sugar (Raw Equivalent),"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,1.80385120654786e-06,0,0,0
World,EUR,"Sweeteners, Other","Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,1.21008315589208e-05,0,0,0
